country,crm_id,customer_name,segment_name,segment_code,tier,product_level1,product_level2,product_code,service_level,charge_code,charge_currency,computation_method,ecp_usd,esp_usd,FY23_fee_in_usd,FY23_volume,FY24_fee_in_usd,FY24_volume,Cash_revenue_bin,CIB_revenue_bin,avg_cp_at_country,avg_cp_at_cash_bin,avg_cp_at_cib_rev_bin,avg_cp_at_seg,avg_cp_at_tier,avg_cp_at_wa_volume
JP,CRM000100,Customer_0100,Traders & Buyers,460,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0100,EUR,flat absolute,0.6463,0.6418,1354.64,2096,1039.9,1609,0-10K,0-100K,0.7375,0.7955,0.5526,0.8296,0.4955,0.7738
JP,CRM000101,Customer_0101,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLEELTB4,ELT,CHG0101,EUR,Fixed flat,0.9814,0.9638,349.38,356,25568.41,26053,10K-200K,>5M,0.7375,0.6654,0.5526,0.8296,0.6108,0.4166
JP,CRM000102,Customer_0102,Traders & Buyers,460,Platinum,Collections,CO,CAPCOLCOELTB4,LTB,CHG0102,SGD,Fixed flat,0.5914,0.5819,937.96,1586,2851.73,4822,200K-600K,0-100K,0.7375,0.6654,0.5063,0.8296,0.4955,0.6974
AU,CRM000103,Customer_0103,Middle Market,300,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0103,USD,flat absolute,2.4027,2.3738,4281.61,1782,458.92,191,0-10K,>5M,0.4671,0.5707,0.5526,0.7644,0.3883,0.8126
JP,CRM000104,Customer_0104,Banks,600,Portfolio,Liquidity,CASH,CAPLIQCASELTB4,ELT,CHG0104,EUR,Fixed flat,1.1471,1.1243,1025.51,894,1626.59,1418,0-10K,>5M,0.7375,0.6343,0.6061,0.5304,0.6108,0.5245
JP,CRM000105,Customer_0105,Banks,600,Platinum,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG0105,EUR,Fixed flat,1.2241,1.2236,2864.39,2340,1339.17,1094,>2M,500K-2M,0.7375,0.6343,0.684,0.5304,0.4955,0.3943
AU,CRM000106,Customer_0106,Middle Market,300,Gold,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG0106,JPY,Fixed flat,0.6808,0.689,3719.89,5464,1153.28,1694,0-10K,2M-5M,0.4671,0.7955,0.5063,0.7644,0.3883,0.4033
AU,CRM000107,Customer_0107,Middle Market,300,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0107,USD,Fixed flat,0.5931,0.5861,29937.91,50477,4748.95,8007,10K-200K,>5M,0.4671,0.3234,0.8946,0.7644,0.4955,0.4046
JP,CRM000108,Customer_0108,Banks,600,Silver,Payments,OTT,CAPPAYOTTPRMB2,PRM,CHG0108,SGD,flat absolute,0.8591,0.858,3327.29,3873,2690.7,3132,>2M,100K-500K,0.7375,0.7955,0.5063,0.5304,0.7187,0.7186
AU,CRM000109,Customer_0109,Middle Market,300,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0109,JPY,flat absolute,0.5971,0.6073,2618.88,4386,1951.92,3269,200K-600K,0-100K,0.4671,0.6343,0.8946,0.7644,0.7187,0.5832
JP,CRM000110,Customer_0110,Traders & Buyers,460,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0110,EUR,Fixed flat,0.4013,0.4065,1069.46,2665,9189.37,22899,10K-200K,500K-2M,0.7375,0.5707,0.5063,0.8296,0.3883,0.5555
DE,CRM000111,Customer_0111,Global Corporates,500,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0111,SGD,flat absolute,0.7506,0.7605,125.35,167,1030.57,1373,200K-600K,500K-2M,0.5434,0.6654,0.5526,0.6721,0.3883,0.7507
JP,CRM000112,Customer_0112,Traders & Buyers,460,Silver,Payments,ACH,CAPPAYACHPRMB2,PRM,CHG0112,SGD,flat absolute,0.557,0.5468,1595.25,2864,27575.4,49507,0-10K,2M-5M,0.7375,0.6343,0.684,0.8296,0.7187,0.7118
JP,CRM000113,Customer_0113,Banks,600,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0113,JPY,flat absolute,1.0531,1.0636,3435.21,3262,1497.51,1422,>2M,500K-2M,0.7375,0.5707,0.6061,0.5304,0.3883,0.6195
AU,CRM000114,Customer_0114,Middle Market,300,Portfolio,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG0114,USD,flat absolute,0.8888,0.9021,106614.23,119953,3666.3,4125,600K-2M,>5M,0.4671,0.3234,0.6061,0.7644,0.6108,0.66
DE,CRM000115,Customer_0115,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0115,USD,Fixed flat,0.7053,0.6943,1574.93,2233,1732.22,2456,10K-200K,0-100K,0.5434,0.6343,0.8946,0.6721,0.6108,0.4577
JP,CRM000116,Customer_0116,Banks,600,Silver,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG0116,JPY,Fixed flat,0.6556,0.6551,3071.49,4685,2836.78,4327,600K-2M,0-100K,0.7375,0.3234,0.5526,0.5304,0.7187,0.3787
AU,CRM000117,Customer_0117,Middle Market,300,Portfolio,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG0117,SGD,flat absolute,0.808,0.8198,2285.83,2829,5481.47,6784,200K-600K,500K-2M,0.4671,0.6654,0.6061,0.7644,0.6108,0.8413
DE,CRM000118,Customer_0118,Global Corporates,500,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0118,USD,Fixed flat,0.5929,0.5928,305.94,516,3962.35,6683,200K-600K,2M-5M,0.5434,0.6343,0.5063,0.6721,0.3883,0.4584
DE,CRM000119,Customer_0119,Global Corporates,500,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0119,EUR,flat absolute,0.9635,0.9487,15946.89,16551,1221.72,1268,>2M,100K-500K,0.5434,0.3234,0.684,0.6721,0.3883,0.6022
AU,CRM000120,Customer_0120,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0120,SGD,flat absolute,0.9215,0.9063,8485.17,9208,695.73,755,>2M,100K-500K,0.4671,0.3234,0.5526,0.7644,0.6108,0.8344
DE,CRM000121,Customer_0121,Global Corporates,500,Silver,Clearing,Clearing,CAPCLECLEELTB4,ELT,CHG0121,EUR,Fixed flat,0.8062,0.7932,7871.74,9764,97637.27,121108,0-10K,>5M,0.5434,0.5707,0.684,0.6721,0.7187,0.7778
JP,CRM000122,Customer_0122,Banks,600,Silver,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0122,SGD,flat absolute,0.8203,0.8122,624.25,761,1516.73,1849,>2M,0-100K,0.7375,0.6343,0.6061,0.5304,0.7187,0.4137
AU,CRM000123,Customer_0123,Middle Market,300,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0123,SGD,Fixed flat,0.5306,0.5283,12970.52,24445,5141.51,9690,0-10K,500K-2M,0.4671,0.7955,0.8946,0.7644,0.3883,0.5453
JP,CRM000124,Customer_0124,Traders & Buyers,460,Silver,Payments,BT,CAPPAYBTSTDB1,TDB,CHG0124,EUR,flat absolute,2.159,2.1615,785.88,364,826.9,383,0-10K,500K-2M,0.7375,0.5707,0.5063,0.8296,0.7187,0.418
JP,CRM000125,Customer_0125,Banks,600,Silver,Clearing,CASH,CAPCLECASSTDB1,STD,CHG0125,USD,flat absolute,0.9699,0.9826,6971.64,7188,2386.92,2461,>2M,0-100K,0.7375,0.6343,0.5526,0.5304,0.7187,0.477
JP,CRM000126,Customer_0126,Banks,600,Silver,Payments,CASH,CAPPAYCASVIPB3,VIP,CHG0126,JPY,flat absolute,1.0716,1.082,85376.52,79672,3265.17,3047,10K-200K,0-100K,0.7375,0.6654,0.6061,0.5304,0.7187,0.6189
AU,CRM000127,Customer_0127,Middle Market,300,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0127,JPY,Fixed flat,0.3729,0.3735,251.33,674,2631.93,7058,200K-600K,100K-500K,0.4671,0.5707,0.684,0.7644,0.3883,0.716
AU,CRM000128,Customer_0128,Middle Market,300,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0128,USD,Fixed flat,-11.6784,-11.8903,-14878.28,1274,-934.27,80,>2M,2M-5M,0.4671,0.3234,0.8946,0.7644,0.4955,0.765
DE,CRM000129,Customer_0129,Global Corporates,500,Platinum,Collections,CO,CAPCOLCOPRMB2,RMB,CHG0129,JPY,flat absolute,0.5388,0.5304,1864.79,3461,2475.25,4594,10K-200K,2M-5M,0.5434,0.3234,0.8946,0.6721,0.4955,0.463
JP,CRM000130,Customer_0130,Banks,600,Silver,Payments,Pay,CAPPAYPAYPRMB2,PRM,CHG0130,EUR,flat absolute,1.525,1.5424,2135.0,1400,1110.2,728,>2M,>5M,0.7375,0.6343,0.6061,0.5304,0.7187,0.5178
DE,CRM000131,Customer_0131,Global Corporates,500,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0131,USD,flat absolute,0.5128,0.506,149.22,291,2939.88,5733,600K-2M,0-100K,0.5434,0.5707,0.8946,0.6721,0.4955,0.7938
JP,CRM000132,Customer_0132,Banks,600,Silver,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0132,JPY,flat absolute,1.1461,1.1296,3785.57,3303,977.62,853,10K-200K,500K-2M,0.7375,0.6343,0.684,0.5304,0.7187,0.5736
JP,CRM000133,Customer_0133,Banks,600,Gold,Payments,ACH,CAPPAYACHSTDB1,STD,CHG0133,USD,flat absolute,0.7691,0.7658,465.31,605,845.24,1099,600K-2M,0-100K,0.7375,0.5707,0.684,0.5304,0.3883,0.8492
JP,CRM000134,Customer_0134,Traders & Buyers,460,Portfolio,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0134,SGD,flat absolute,1.1883,1.1959,7207.04,6065,2949.36,2482,0-10K,>5M,0.7375,0.7955,0.6061,0.8296,0.6108,0.5428
JP,CRM000135,Customer_0135,Banks,600,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0135,USD,flat absolute,0.6878,0.6867,515.85,750,573.63,834,0-10K,2M-5M,0.7375,0.5707,0.684,0.5304,0.3883,0.735
DE,CRM000136,Customer_0136,Global Corporates,500,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0136,JPY,Fixed flat,0.7514,0.76,22904.17,30482,1405.87,1871,200K-600K,>5M,0.5434,0.5707,0.8946,0.6721,0.6108,0.7375
DE,CRM000137,Customer_0137,Global Corporates,500,Gold,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0137,EUR,flat absolute,0.9735,0.9868,895.62,920,665.87,684,0-10K,2M-5M,0.5434,0.5707,0.6061,0.6721,0.3883,0.6699
JP,CRM000138,Customer_0138,Traders & Buyers,460,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0138,EUR,Fixed flat,2.0099,1.9836,3694.2,1838,560.76,279,10K-200K,2M-5M,0.7375,0.5707,0.6061,0.8296,0.6108,0.4219
DE,CRM000139,Customer_0139,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0139,EUR,flat absolute,0.4552,0.4506,4597.06,10099,6891.73,15140,>2M,2M-5M,0.5434,0.6343,0.6061,0.6721,0.6108,0.4132
AU,CRM000140,Customer_0140,Middle Market,300,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0140,USD,Fixed flat,1.4757,1.4904,693.58,470,875.09,593,0-10K,0-100K,0.4671,0.6343,0.5063,0.7644,0.4955,0.4709
JP,CRM000141,Customer_0141,Traders & Buyers,460,Gold,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0141,JPY,Fixed flat,0.6072,0.5994,2545.99,4193,1721.41,2835,0-10K,100K-500K,0.7375,0.6654,0.5526,0.8296,0.3883,0.479
DE,CRM000142,Customer_0142,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0142,JPY,flat absolute,0.6182,0.6165,13091.62,21177,6457.72,10446,600K-2M,>5M,0.5434,0.6654,0.684,0.6721,0.6108,0.395
DE,CRM000143,Customer_0143,Global Corporates,500,Silver,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG0143,JPY,Fixed flat,1.4037,1.389,374.79,267,2160.29,1539,200K-600K,500K-2M,0.5434,0.7955,0.684,0.6721,0.7187,0.6776
AU,CRM000144,Customer_0144,Middle Market,300,Silver,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG0144,JPY,Fixed flat,1.5792,1.6107,6209.41,3932,1809.76,1146,0-10K,500K-2M,0.4671,0.6343,0.6061,0.7644,0.7187,0.4284
JP,CRM000145,Customer_0145,Traders & Buyers,460,Gold,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG0145,JPY,Fixed flat,1.0054,0.9869,4425.77,4402,5023.98,4997,600K-2M,2M-5M,0.7375,0.6654,0.684,0.8296,0.3883,0.5655
AU,CRM000146,Customer_0146,Middle Market,300,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0146,JPY,flat absolute,0.3093,0.315,2978.56,9630,5386.46,17415,600K-2M,500K-2M,0.4671,0.6343,0.5063,0.7644,0.3883,0.6589
JP,CRM000147,Customer_0147,Traders & Buyers,460,Silver,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0147,EUR,flat absolute,1.4592,1.4632,679.99,466,1033.11,708,200K-600K,100K-500K,0.7375,0.6654,0.8946,0.8296,0.7187,0.529
JP,CRM000148,Customer_0148,Traders & Buyers,460,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0148,JPY,Fixed flat,0.7375,0.7469,303.11,411,2175.62,2950,10K-200K,0-100K,0.7375,0.6654,0.5526,0.8296,0.6108,0.4916
JP,CRM000149,Customer_0149,Banks,600,Silver,Payments,ACH,CAPPAYACHSTDB1,STD,CHG0149,JPY,flat absolute,2.1572,2.1616,14067.1,6521,692.46,321,10K-200K,2M-5M,0.7375,0.6343,0.8946,0.5304,0.7187,0.8007
DE,CRM000150,Customer_0150,Global Corporates,500,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0150,USD,flat absolute,0.7082,0.7206,3295.25,4653,1486.51,2099,200K-600K,500K-2M,0.5434,0.3234,0.5063,0.6721,0.7187,0.7421
DE,CRM000151,Customer_0151,Global Corporates,500,Portfolio,Payments,CO,CAPPAYCOSTDB1,TDB,CHG0151,JPY,flat absolute,0.6265,0.6341,2719.01,4340,2392.6,3819,600K-2M,0-100K,0.5434,0.5707,0.5063,0.6721,0.6108,0.8343
JP,CRM000152,Customer_0152,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG0152,JPY,flat absolute,0.6696,0.6764,3356.04,5012,736.56,1100,0-10K,500K-2M,0.7375,0.5707,0.6061,0.5304,0.4955,0.3926
AU,CRM000153,Customer_0153,Middle Market,300,Silver,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0153,USD,flat absolute,0.8827,0.8892,948.02,1074,1694.78,1920,0-10K,100K-500K,0.4671,0.6343,0.6061,0.7644,0.7187,0.701
JP,CRM000154,Customer_0154,Banks,600,Silver,Payments,Pay,CAPPAYPAYPRMB2,PRM,CHG0154,SGD,flat absolute,1.8645,1.8339,7873.78,4223,943.44,506,600K-2M,100K-500K,0.7375,0.5707,0.5063,0.5304,0.7187,0.7726
DE,CRM000155,Customer_0155,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0155,SGD,Fixed flat,0.5439,0.5418,2516.08,4626,2205.51,4055,10K-200K,2M-5M,0.5434,0.7955,0.684,0.6721,0.4955,0.5569
DE,CRM000156,Customer_0156,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASELTB4,ELT,CHG0156,USD,Fixed flat,0.5681,0.5788,579.46,1020,9068.01,15962,200K-600K,2M-5M,0.5434,0.7955,0.8946,0.6721,0.4955,0.6154
JP,CRM000157,Customer_0157,Banks,600,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0157,USD,flat absolute,0.9127,0.9215,44681.23,48955,714.64,783,0-10K,100K-500K,0.7375,0.7955,0.5526,0.5304,0.3883,0.7877
JP,CRM000158,Customer_0158,Banks,600,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG0158,USD,Fixed flat,0.7829,0.779,4749.85,6067,1191.57,1522,>2M,100K-500K,0.7375,0.6654,0.5063,0.5304,0.6108,0.6216
JP,CRM000159,Customer_0159,Banks,600,Portfolio,Payments,CASH,CAPPAYCASSTDB1,STD,CHG0159,USD,flat absolute,0.5084,0.516,253.69,499,3740.81,7358,0-10K,2M-5M,0.7375,0.6343,0.8946,0.5304,0.6108,0.6274
DE,CRM000160,Customer_0160,Global Corporates,500,Gold,Clearing,Clearing,CAPCLECLEELTB4,ELT,CHG0160,JPY,Fixed flat,0.8201,0.829,6545.22,7981,16294.57,19869,10K-200K,500K-2M,0.5434,0.5707,0.8946,0.6721,0.3883,0.4051
JP,CRM000161,Customer_0161,Banks,600,Platinum,Payments,CO,CAPPAYCOSTDB1,TDB,CHG0161,USD,flat absolute,1.3254,1.305,914.53,690,596.43,450,200K-600K,500K-2M,0.7375,0.5707,0.5526,0.5304,0.4955,0.5969
JP,CRM000162,Customer_0162,Banks,600,Portfolio,Payments,CASH,CAPPAYCASPRMB2,PRM,CHG0162,SGD,flat absolute,0.7916,0.785,7684.06,9707,2275.06,2874,0-10K,>5M,0.7375,0.5707,0.5526,0.5304,0.6108,0.3738
AU,CRM000163,Customer_0163,Middle Market,300,Portfolio,Payments,CO,CAPPAYCOVIPB3,IPB,CHG0163,JPY,flat absolute,0.581,0.5758,9846.21,16947,3144.37,5412,0-10K,500K-2M,0.4671,0.6654,0.6061,0.7644,0.6108,0.7122
JP,CRM000164,Customer_0164,Banks,600,Silver,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0164,SGD,Fixed flat,1.0775,1.0635,937.42,870,3400.59,3156,10K-200K,>5M,0.7375,0.7955,0.6061,0.5304,0.7187,0.7217
DE,CRM000165,Customer_0165,Global Corporates,500,Gold,Payments,BT,CAPPAYBTELTB4,LTB,CHG0165,USD,Fixed flat,16.0428,16.3414,202861.21,12645,1812.84,113,>2M,2M-5M,0.5434,0.6343,0.5526,0.6721,0.3883,0.6524
AU,CRM000166,Customer_0166,Middle Market,300,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG0166,JPY,Fixed flat,0.6618,0.6523,3663.72,5536,4859.6,7343,10K-200K,2M-5M,0.4671,0.6343,0.8946,0.7644,0.6108,0.6201
JP,CRM000167,Customer_0167,Traders & Buyers,460,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG0167,JPY,Fixed flat,0.5531,0.5606,5658.21,10230,16896.1,30548,0-10K,>5M,0.7375,0.5707,0.5526,0.8296,0.6108,0.7736
DE,CRM000168,Customer_0168,Global Corporates,500,Portfolio,Payments,OTT,CAPPAYOTTVIPB3,VIP,CHG0168,SGD,Fixed flat,0.8913,0.876,45711.21,51286,3820.11,4286,0-10K,500K-2M,0.5434,0.5707,0.5526,0.6721,0.6108,0.3858
DE,CRM000169,Customer_0169,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOPRMB2,RMB,CHG0169,JPY,flat absolute,1.061,1.0691,2188.84,2063,911.4,859,600K-2M,100K-500K,0.5434,0.6654,0.5526,0.6721,0.6108,0.4546
JP,CRM000170,Customer_0170,Traders & Buyers,460,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0170,SGD,Fixed flat,0.7344,0.7252,706.49,962,1303.56,1775,600K-2M,500K-2M,0.7375,0.6654,0.5063,0.8296,0.3883,0.6326
DE,CRM000171,Customer_0171,Global Corporates,500,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0171,EUR,Fixed flat,0.4748,0.4686,372.72,785,20599.2,43385,>2M,0-100K,0.5434,0.6654,0.5063,0.6721,0.3883,0.7519
JP,CRM000172,Customer_0172,Traders & Buyers,460,Portfolio,Payments,CASH,CAPPAYCASELTB4,ELT,CHG0172,EUR,flat absolute,0.8945,0.8875,783.58,876,11642.81,13016,0-10K,100K-500K,0.7375,0.3234,0.5526,0.8296,0.6108,0.8436
JP,CRM000173,Customer_0173,Traders & Buyers,460,Portfolio,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG0173,SGD,Fixed flat,0.6872,0.6979,1824.52,2655,6129.14,8919,200K-600K,0-100K,0.7375,0.7955,0.6061,0.8296,0.6108,0.4945
DE,CRM000174,Customer_0174,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG0174,EUR,flat absolute,0.5586,0.565,2777.36,4972,3349.37,5996,10K-200K,0-100K,0.5434,0.6343,0.5063,0.6721,0.6108,0.3605
JP,CRM000175,Customer_0175,Banks,600,Platinum,Payments,BT,CAPPAYBTSTDB1,TDB,CHG0175,SGD,flat absolute,0.7386,0.7532,3334.04,4514,1065.06,1442,600K-2M,>5M,0.7375,0.5707,0.5063,0.5304,0.4955,0.3799
JP,CRM000176,Customer_0176,Banks,600,Silver,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0176,EUR,flat absolute,1.157,1.1788,11927.51,10309,3180.59,2749,0-10K,0-100K,0.7375,0.6654,0.5526,0.5304,0.7187,0.4874
JP,CRM000177,Customer_0177,Traders & Buyers,460,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0177,JPY,Fixed flat,1.0627,1.0627,3229.55,3039,3468.65,3264,200K-600K,>5M,0.7375,0.6654,0.6061,0.8296,0.7187,0.5667
AU,CRM000178,Customer_0178,Middle Market,300,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0178,EUR,Fixed flat,0.56,0.5528,14771.68,26378,4400.48,7858,200K-600K,100K-500K,0.4671,0.7955,0.6061,0.7644,0.3883,0.7721
JP,CRM000179,Customer_0179,Traders & Buyers,460,Silver,Collections,CO,CAPCOLCOPRMB2,RMB,CHG0179,JPY,flat absolute,0.5012,0.5023,1004.4,2004,15089.13,30106,10K-200K,100K-500K,0.7375,0.5707,0.5526,0.8296,0.7187,0.6568
JP,CRM000180,Customer_0180,Traders & Buyers,460,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG0180,SGD,Fixed flat,0.5306,0.5402,93573.43,176354,9245.7,17425,>2M,>5M,0.7375,0.3234,0.6061,0.8296,0.3883,0.7679
JP,CRM000181,Customer_0181,Traders & Buyers,460,Silver,Clearing,CASH,CAPCLECASSTDB1,STD,CHG0181,JPY,flat absolute,2.2853,2.3114,17411.7,7619,1140.36,499,600K-2M,2M-5M,0.7375,0.3234,0.5063,0.8296,0.7187,0.5081
JP,CRM000182,Customer_0182,Banks,600,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0182,SGD,Fixed flat,0.723,0.7187,595.75,824,3601.99,4982,0-10K,>5M,0.7375,0.3234,0.5063,0.5304,0.3883,0.6982
JP,CRM000183,Customer_0183,Banks,600,Portfolio,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG0183,USD,Fixed flat,0.7207,0.7262,430.98,598,7360.51,10213,200K-600K,0-100K,0.7375,0.5707,0.6061,0.5304,0.6108,0.4932
JP,CRM000184,Customer_0184,Banks,600,Silver,Payments,Pay,CAPPAYPAYVIPB3,VIP,CHG0184,EUR,flat absolute,0.8212,0.8331,5047.1,6146,7110.77,8659,0-10K,0-100K,0.7375,0.7955,0.5526,0.5304,0.7187,0.4094
JP,CRM000185,Customer_0185,Traders & Buyers,460,Platinum,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG0185,EUR,Fixed flat,1.2503,1.2419,2664.39,2131,1885.45,1508,>2M,>5M,0.7375,0.5707,0.5526,0.8296,0.4955,0.6164
AU,CRM000186,Customer_0186,Middle Market,300,Silver,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG0186,USD,Fixed flat,0.6162,0.6159,5360.32,8699,132662.93,215292,>2M,500K-2M,0.4671,0.5707,0.5063,0.7644,0.7187,0.8059
JP,CRM000187,Customer_0187,Banks,600,Gold,Collections,CO,CAPCOLCOVIPB3,IPB,CHG0187,JPY,Fixed flat,1.0361,1.0425,6280.84,6062,630.98,609,>2M,100K-500K,0.7375,0.6654,0.8946,0.5304,0.3883,0.6015
DE,CRM000188,Customer_0188,Global Corporates,500,Gold,Payments,BT,CAPPAYBTSTDB1,TDB,CHG0188,SGD,flat absolute,0.9544,0.9575,2550.16,2672,762.57,799,200K-600K,>5M,0.5434,0.5707,0.5063,0.6721,0.3883,0.8443
DE,CRM000189,Customer_0189,Global Corporates,500,Portfolio,Payments,CASH,CAPPAYCASPRMB2,PRM,CHG0189,JPY,flat absolute,0.6937,0.6835,579.93,836,3502.49,5049,0-10K,100K-500K,0.5434,0.6654,0.8946,0.6721,0.6108,0.352
DE,CRM000190,Customer_0190,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLEELTB4,ELT,CHG0190,USD,Fixed flat,0.765,0.75,234.86,307,53940.92,70511,600K-2M,2M-5M,0.5434,0.6654,0.5526,0.6721,0.6108,0.7182
JP,CRM000191,Customer_0191,Traders & Buyers,460,Gold,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0191,USD,flat absolute,0.8849,0.8736,1349.47,1525,999.05,1129,600K-2M,>5M,0.7375,0.5707,0.5063,0.8296,0.3883,0.6688
DE,CRM000192,Customer_0192,Global Corporates,500,Silver,Collections,CO,CAPCOLCOPRMB2,RMB,CHG0192,JPY,Fixed flat,0.8277,0.8277,8914.33,10770,2076.7,2509,>2M,500K-2M,0.5434,0.7955,0.5063,0.6721,0.7187,0.6264
JP,CRM000193,Customer_0193,Traders & Buyers,460,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0193,EUR,Fixed flat,0.4486,0.4451,1843.3,4109,7380.37,16452,200K-600K,2M-5M,0.7375,0.5707,0.5526,0.8296,0.4955,0.8446
DE,CRM000194,Customer_0194,Global Corporates,500,Portfolio,Payments,OTT,CAPPAYOTTSTDB1,STD,CHG0194,JPY,Fixed flat,0.6365,0.6316,292.79,460,2260.21,3551,200K-600K,100K-500K,0.5434,0.5707,0.5063,0.6721,0.6108,0.4622
AU,CRM000195,Customer_0195,Middle Market,300,Portfolio,Payments,ACH,CAPPAYACHVIPB3,VIP,CHG0195,SGD,Fixed flat,1.0679,1.0654,4127.43,3865,2433.74,2279,0-10K,0-100K,0.4671,0.5707,0.684,0.7644,0.6108,0.3568
JP,CRM000196,Customer_0196,Traders & Buyers,460,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG0196,EUR,Fixed flat,0.7236,0.7359,3844.49,5313,5815.57,8037,0-10K,500K-2M,0.7375,0.5707,0.684,0.8296,0.6108,0.8273
DE,CRM000197,Customer_0197,Global Corporates,500,Silver,Collections,CASH,CAPCOLCASSTDB1,STD,CHG0197,SGD,flat absolute,0.6682,0.6643,528.55,791,3562.84,5332,>2M,>5M,0.5434,0.6343,0.684,0.6721,0.7187,0.5228
JP,CRM000198,Customer_0198,Banks,600,Platinum,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG0198,SGD,flat absolute,0.4681,0.4644,1757.25,3754,7212.02,15407,>2M,100K-500K,0.7375,0.3234,0.8946,0.5304,0.4955,0.6612
JP,CRM000199,Customer_0199,Traders & Buyers,460,Platinum,Collections,CO,CAPCOLCOVIPB3,IPB,CHG0199,JPY,flat absolute,0.4272,0.434,1389.25,3252,9485.55,22204,>2M,>5M,0.7375,0.3234,0.6061,0.8296,0.4955,0.5986
